7.4175,8.8821,7.8037
3.4125,9.4977,4.2252
5.8077,8.4394,7.027
3.8532,4.9591,0.43321
1.3409,2.1548,2.07
4.0902,7.2326,4.021
9.9805,0.075233,2.5959
6.6275,1.5154,0.98337
4.7532,4.2855,9.2884
6.9001,6.8487,6.3627
2.4436,1.0658,5.9986
4.463,4.4179,2.9358
6.3553,6.2254,3.6333
9.5135,7.5234,8.0348
0.2352,2.975,5.7699
6.0367,5.5745,0.87113
0.64042,9.1384,9.6678
3.6688,3.744,4.992
1.6091,5.6713,1.701
8.473,7.0212,0.31236
8.8551,1.7599,3.1507
3.0244,8.0335,6.8264
8.2194,0.34385,4.4715
2.7253,8.3859,2.3736
9.1863,9.9384,8.7438
0.56824,0.85879,7.4209
2.0886,2.6184,8.7538
5.2385,5.0807,5.2372
1.0952,6.3268,5.6185
7.7107,3.2367,8.2761
7.8406,2.1922,9.927
5.4825,3.913,1.4603
4.105,3.8417,4.7025
4.2453,3.7525,4.8072
4.0929,4.0568,4.5831
4.2362,4.135,4.5555
4.0831,4.0865,4.969
3.5282,4.0206,4.5823
4.1203,4.0433,4.4891
4.0662,3.9507,4.4326
4.0533,3.8466,4.3611
3.9859,3.7412,4.2985
4.1399,3.8079,4.2929
4.1134,3.8621,4.2242
4.0038,3.9533,4.1449
3.922,4.0475,4.0628
3.9644,4.0723,4.0842
3.958,4.0008,4.0431
3.9816,3.9692,3.8979
3.9987,3.9602,4.0009
3.9762,3.9768,4.0002
4.0151,4.0139,3.9982
4.1632,4.1189,4.0101
3.837,2.9972,4.3793
4.8941,3.5978,4.4005
2.7136,1.2815,3.966
4.6617,3.2192,5.3839
7.9779,9.0059,0.89233
0.54706,3.0458,10
4.1836,1.0292,3.9985
10,1.826,1.5123
5.7466,6.1121,10
4.6596,3.1872,6.1934
4.8514,2.4321,5.0969
3.4631,3.6228,3.991
0.43889,5.334,4.0766
5.4122,3.6717,5.4109
4.0311,4.3651,3.6445
3.5346,5.216,3.4966
6.4629,9.2105,5.4633
5.3219,4.0009,4.0022
3.9482,3.999,3.963
8.8309,0,1.2367
7.7478,5.6397,2.6628
0,3.3197,2.5777
3.992,4.576,3.9726
3.9522,4.0132,3.9938
4.0508,5.1991,4.2143
0,1.6236,0.90675
10,8.7995,10
4.0093,4.0138,4.0018
3.8546,3.7983,3.2066
4.6332,4.7622,3.8918
6.841,4.809,5.8259
3.996,4.593,4
2.3944,3.8585,6.1713
3.8881,3.323,3.6734
6.1365,0,0
4.1065,3.9887,6.4105
3.354,4.3759,4.1213
9.6199,9.2814,1.583
2.9907,3.9919,4.0278
4.0004,3.5764,4.0007
10,7.5704,0.84806
3.7253,3.6284,4.0395
9.9998,10,0
4.1271,6.7805,7.4788
5.5322,1.9922,5.4979
4.2234,1.598,5.7709
4.964,1.7109,4.557
9.7706,6.8784,2.6165
3.9978,2.7506,5.3903
3.7253,3.6258,4.0365
4.5414,3.1087,4.005
5.4114,2.7507,4.6514
3.9984,4.0145,3.6852
3.9749,3.9999,5.5258
0,3.9785,4.0028
6.4493,2.6799,4.3982
