-1.9879,8.5126,9.462
4.217,4.3471,4.8087
7.9856,-1.1364,7.2507
3.733,2.2217,-2.446
9.9078,3.0963,-1.4135
6.8693,9.529,1.3482
-3.9561,1.676,-0.036239
-0.05296,-1.2822,0.41081
5.5988,1.2572,5.6151
7.4859,-0.23215,3.2633
1.816,-3.7986,-3.1099
-1.431,4.4361,-3.7009
1.1276,8.8355,6.8505
-2.4128,7.3121,6.1368
0.35451,7.9354,4.2233
-2.6741,-0.37052,4.9505
-3.2273,-4.6635,7.8265
8.8306,7.0467,0.76676
8.2869,6.0913,6.2839
-0.69257,2.9382,8.7419
-4.4811,3.8392,8.5353
5.0662,-2.3983,-0.74312
-4.7034,5.6657,3.5333
2.8522,-2.1581,9.7085
5.8066,-3.0348,-3.4488
0.8944,0.45582,-2.1268
9.405,-3.4747,2.9167
2.3247,-4.485,2.3062
-1.2344,9.9049,-1.099
6.379,1.0914,-4.9459
4.8098,5.1183,-4.33
3.2169,6.3767,1.5942
2.3064,4.6108,10
1.774,-1.2335,5.0506
0.28085,-5,10
-5,-5,-5
-1.0593,3.9131,4.305
2.3655,-0.38903,-5
-2.1921,-1.5527,10
-2.5295,0.32894,-5
-5,-0.23035,10
1.2814,2.5198,-5
0.86983,-0.34782,10
-1.9983,3.5869,10
-2.7151,2.0796,-5
-1.7299,0.16909,-1.2653
2.3532,-0.50023,-0.80356
-0.0686,-2.7321,7.4268
-0.43245,-0.27517,-4.8114
-5,1.9132,-5
-0.50865,3.4749,10
-1.9616,2.1289,10
-5,-5,10
-0.56869,-1.6734,6.2669
1.9476,3.4257,7.4712
-0.28931,-0.19839,-2.6567
2.8539,2.7705,10
-0.63572,-3.0959,3.2519
-1.0766,-3.4046,10
-0.96148,0.84762,2.4283
-0.38125,-0.082136,0.60548
0.94506,-3.1337,10
1.0469,-2.1942,3.0091
1.6493,1.8258,2.2769
-1.6602,-2.0387,-5
-0.80271,1.1616,0.17654
-1.8694,2.8855,7.8574
2.06,2.4215,6.5724
-0.74528,0.36194,0.022429
-1.4634,-1.6451,2.0424
-1.6143,3.0361,9.2588
1.7815,3.178,10
1.0849,0.95616,1.0701
0.8958,1.0176,0.65434
-0.14594,0.34492,0.079436
-1.6562,2.8798,8.4022
1.7826,3.0225,9.1296
-1.6348,2.116,4.3034
-1.3898,1.4176,1.7056
3.1747,-4.484,10
1.1349,0.94566,0.59665
1.5474,2.5398,6.753
1.661,3.0971,10
-1.8556,3.1569,10
1.0571,1.0846,1.196
-0.29707,-2.8582,10
-0.050915,-1.7303,3.2331
-1.6974,2.612,7.1659
-0.47693,0.16226,-0.026755
-1.1266,-2.6656,6.9742
0.62044,0.40364,0.15348
-1.2189,-5,-5
1.4271,1.9934,4.1056
0.14245,0.033882,-0.078036
0.86402,0.76947,0.57871
-5,-1.5885,-5
-5,6.9016,10
-5,5.2005,-5
-1.5734,2.5482,6.4299
1.245,1.5098,2.3659
1.414,1.9664,4.3148
-1.2917,1.6744,2.9153
0.38377,-0.78182,0.93155
10,10,10
-1.038,1.0752,1.1898
1.3035,1.7419,3.0222
-1.9413,-5,10
1.8605,3.1327,10
10,10,-5
-5,10,-5
2.5298,1.5202,-5
7.389,-5,10
4.8207,-5,-5
1.2614,1.5682,2.4378
-5,-3.3204,2.9123
-1.4542,2.1663,4.7584
10,-5,-5
1.0157,-2.7083,8.0249
-2.818,-3.2496,10
3.6285,10,-5
1.2921,-1.7017,-5
-3.4227,-5,0.24121
-1.3099,1.8445,3.106
10,3.191,10
1.6662,2.9665,8.7366
-5,10,6.6496
5.9702,10,10
1.6237,2.623,6.8456
1.4356,2.3363,5.4587
1.9159,3.2109,10
0.032372,-3.3759,10
0.058746,-4.2189,9.1198
-1.7278,3.1501,10
-3.5978,0.8608,5.3171
-0.96227,1.2222,-5
7.7802,4.8779,-5
0.36659,-2.5218,5.7826
4.258,-5,6.3605
10,-5,10
3.8574,5.2266,9.6582
10,-1.3775,-5
-0.76075,0.61689,0.32823
5.0443,-2.0752,10
-5,-0.58686,-0.045334
-2.1937,-0.52616,8.3925
9.6275,-2.6857,8.1017
-2.639,7.367,0.45477
8.8275,-2.901,6.5504
0.29445,-5,0.82808
1.1741,6.486,-5
0.69453,0.45764,0.14354
-2.9698,0.92855,9.107
3.266,-2.6374,-5
5.8234,4.1099,10
-0.60118,0.28571,0.33155
1.049,0.5236,-5
0.99999,1.1367,1.389
3.0465,0.037846,10
0.98114,-4.9419,-3.1575
-2.469,-3.1532,-2.1581
4.1428,-1.2261,-4.4261
-2.5173,-0.11913,-0.16065
-0.37375,0.6243,1.4807
-2.3696,1.8746,-2.5206
3.1065,4.6249,5.5962
-5,-3.0305,10
1.1815,1.1747,1.3717
-2.7363,1.6049,1.0403
0.59306,-1.6836,4.3018
-3.3804,3.6834,10
3.8218,2.6588,1.5892
4.1004,-2.0786,6.0256
0.67007,-1.8185,5.9148
0.031921,1.7782,0.90255
0.68421,-0.2461,0.015018
0.43094,-1.8185,0.31353
0.71802,0.11763,-0.59483
0.54911,-0.028496,0.40283
0.20713,-0.048222,-0.072095
-0.22951,0.50475,0.47408
-0.52397,0.42589,-0.59483
-1.1982,0.12894,1.1044
-0.74875,-0.22493,-0.59483
-1.6974,1.7645,0.91379
-1.6562,1.6695,0.65419
1.3509,3.0137,4.3573
-0.64422,1.4047,2.5558
-1.5734,1.9475,3.9031
-1.204,2.2061,3.4495
-1.1276,2.1663,3.4085
1.4271,1.9934,3.0491
-1.6348,0.0015148,-0.089887
-1.1623,2.4115,5.1673
1.5474,2.2547,6.0223
1.6237,2.2616,4.6612
-1.6348,1.9855,5.9756
-1.5734,0.020198,0.20762
-1.4542,1.8325,4.6269
-1.5734,2.3263,5.7813
-1.4542,2.479,6.7058
0.86402,0.76947,0.57871
